Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	Tailwheel	Remarks
"11/27/05"	"PA24-250"	"N6168P"	"F46-F46"	0.4	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0		"Took Kendall, Sheena and Charles for quick flight."
"11/30/05"	"PA24-250"	"N6168P"	"F46-1F0-F46"	1.6	2	0	0.0	0.0	0	0.0	0.0	1.6	0.0	1.6	0.0	0.0	0.0		"Ardmore and back (Carter County)"
"12/02/05"	"PA24-250"	"N6168P"	"F46-ADS-STF-06M"	3.1	3	0	0.0	0.0	0	0.0	0.0	3.1	0.0	3.1	0.0	0.0	0.0		"Rockwall to Addison to Starkville, MS (Fuel) to Eupora, MS"
"12/04/05"	"PA24-250"	"N6168P"	"06M-OSA-F46"	3.0	2	0	0.0	0.0	0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0		"Eupora, MS - refuel in Mt. Pleasant, TX and home to Rockwall"
"12/09/05"	"PA24-250"	"N6168P"	"F46-OSA"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0		"Rockwall to Mt. Pleasant."
"12/10/05"	"PA24-250"	"N6168P"	"OSA-OSA"	0.7	3	0	0.0	0.0	0	0.0	0.0	0.0	0.7	0.7	0.0	0.0	0.0		"Local flight."
"12/11/05"	"PA24-250"	"N6168P"	"OSA-F46"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.6	0.6	0.6	0.0	0.0	0.0		"Return from Mt. Pleasant"
"12/11/05"	"PA24-250"	"N6168P"	"F46-F46"	1.0	0	1	0.0	0.0	0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0		"Local Christmas Lights flight with Landon and Kimberly and Rachael."
"12/17/05"	"PA24-250"	"N6168P"	"F46-F44-F46"	1.2	2	0	0.0	0.0	0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0		"Flight to Athens, TX and back for Granddaughter's birthday party"
"12/18/05"	"PA24-250"	"N6168P"	"F46-BAZ-F46"	3.0	0	2	0.0	0.0	0	0.0	2.5	3.0	0.0	3.0	0.0	0.0	0.0		"Evening flight to New Braunfels to pick up passenger and return."
"12/20/05"	"SA300"	"N30JG"	"F46-F46"	1.2	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	1.2	"Local aerobatics practice - joyrides"
"12/23/05"	"PA24-250"	"N6168P"	"F46-TKI-SLR-F46"	1.3	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0		"McKinney to pick up Rachael, on to Sulphur Springs for breakfast and return."
"12/31/05"	"PA24-250"	"N6168P"	"F46-LNC-F46"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Breakfast flight with Rachael and Kimberly"
"01/01/06"	"PA24-250"	"N6168P"	"F46-F00-PRX-F46"	1.6	2	1	0.0	0.0	0	0.0	0.5	1.6	0.0	1.6	0.0	0.0	0.0		"Afternoon sightseeing flight with Rachael"
"01/02/06"	"SA300"	"N30JG"	"T48-F46"	0.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.2	"Return Starduster from annual at Phillips Flying Ranch"
"01/03/06"	"SA300"	"N30JG"	"F46-F46"	0.5	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	"Pattern work - touch-n-goes."
"01/07/06"	"PA24-250"	"N6168P"	"F46-SEP-F46"	2.5	2	0	0.0	0.0	0	0.0	0.0	2.5	0.0	2.5	0.0	0.0	0.0		"Lunch flight to Stephenville with Daniel, Nikki & Rachael"
"01/07/06"	"PA24-250"	"N6168P"	"F46-LNC-F46"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Breakfast Flight"
"01/07/06"	"BE55"	"N823U"	"F46-F46"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Baron practice.  Touch-n-goes."
"01/13/06"	"PA24-250"	"N6168P"	"F46-GKY"	0.6	0	1	0.0	0.0	0	0.0	0.6	0.0	0.6	0.6	0.0	0.0	0.0		"Rockwall to Arlington Muni."
"01/13/06"	"PA24-250"	"N6168P"	"GKY-F41-GKY"	1.0	1	1	0.0	0.0	0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.0		"Local flight with Kelly.  Stopped in Ennis."
"01/14/06"	"PA24-250"	"N6168P"	"GKY-F46"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Morning return flight from Arlington."
"01/14/06"	"PA24-250"	"N6168P"	"F46-T30-F46"	2.3	2	0	0.0	0.0	0	0.0	0.0	2.3	0.0	2.3	0.0	0.0	0.0		"Rockwall to Cedar Mills with David Cordova and back."
"01/14/06"	"PA24-250"	"N6168P"	"F46-SLR-26F-F46"	1.5	2	1	0.0	0.0	0	0.0	0.4	0.0	0.0	1.5	0.0	0.0	0.0		"Rockwall to Sulphur Springs to Commerce and back."
"01/15/06"	"PA24-250"	"N6168P"	"F46-SLR-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		"Breakfast flight to Sulphur Springs and back."
"01/16/06"	"PA24-250"	"N6168P"	"F46-ETN"	1.3	1	0	0.0	0.0	0	0.0	0.0	1.3	1.3	1.3	0.0	0.0	0.0		"Rockwall to Eastland, TX"
"01/17/06"	"PA24-250"	"N6168P"	"ETN-F46"	1.0	1	0	0.0	0.0	0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		"Return flight from Eastland, TX"
"01/21/06"	"BE55"	"N823U"	"F46-TYR-F46"	1.5	2	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0		"Took stranded pilot home.   Baron familiarization flight."
"01/26/06"	"SA300"	"N30JG"	"F46-F46"	0.5	6	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.5	"Touch-n-goes...  Wheel and 3-point Landings"
"01/29/06"	"PA24-250"	"N6168P"	"F46-HQZ-F46"	0.7	3	0	0.0	0.5	2	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0		"Instrument practice.  Two ILS approaches at Mesquite"
"02/01/06"	"SA300"	"N30JG"	"F46-F46"	0.5	5	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.5	"Local practice.  Touch-n-goes."
"02/05/06"	"SA300"	"N30JG"	"F46-DUA-F46"	2.0	2	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	"Joy flight with RaeDene.  Flew over Red River.  Lunch in Durant, OK"
"02/11/06"	"PA24-250"	"N6168P"	"F46-AFW-SEP-RPH-AFW-F46"	3.1	5	0	0.0	0.0	0	0.0	0.0	3.1	0.0	3.1	0.0	0.0	0.0		"Rockwall to Alliance to Stephenville to Graham to Alliance and back to Rockwall."
"02/12/06"	"PA24-250"	"N6168P"	"F46-4F2-F46"	2.0	2	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0		"Afternoon run to Carthage, TX and back."
"02/15/06"	"PA24-250"	"N6168P"	"F46-DAL-LIT-F46"	4.2	3	0	0.0	0.0	0	0.0	0.0	4.2	0.0	4.2	0.0	0.0	0.0		"Angel Flight - Heather Jacob.  Love Field to Little Rock and back."
"02/16/06"	"SA300"	"N30JG"	"F46-F46"	0.7	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.7	"Afternoon acro flight with Melissa Ramos - Rolls, cuban 8, loops, hammerhead, Split S, point rolls."
"02/23/06"	"PA24-250"	"N6168P"	"F46-T67-RPH-F46"	2.0	3	0	0.0	0.0	0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0		"Rockwall to Hicks to Graham and back to Rockwall.  Took Gary Larson to get his new 172"
"02/26/06"	"SA300"	"N30JG"	"F46-O44-1F3-F46"	3.6	4	0	0.0	0.0	0	0.0	0.0	3.6	0.0	3.6	0.0	0.0	0.0	3.6	"McCaslin, OK flyin.  Return stop at Ardmore downtown for fuel."
"03/02/06"	"C172M"	"N5158R"	"F46-SLR-F46"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		"Breakfast flight with Steve Goucher in his 172 - Sulphur Springs, TX"
"03/05/06"	"PA24-250"	"N6168P"	"F46-DUA-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		"Lunch flight to Durant, OK"
"03/09/06"	"PA24-250"	"N6168P"	"F46-MEZ-DUA-F46"	2.8	2	1	0.0	0.0	0	0.0	0.6	2.8	0.0	2.8	0.0	0.0	0.0		"Took Walt Lawhead to  Mena, AR to pick up his plane. Stop in Durant, night home."
"03/10/06"	"SA300"	"N30JG"	"F46-F46"	0.5	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	"Local touch-n-go practice."
"03/11/06"	"SA300"	"N30JG"	"F46-F46"	0.5	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	"Touch-n-goes.  Local acro flight."
"03/11/06"	"PA28-161"	"N83038"	"F46-F46"	0.5	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	"Checkout in Billy's Champ"
"03/11/06"	"C150L"	"N66016"	"F46-F46"	0.3	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0		"Played around in Jim's 150"
"03/12/06"	"PA24-250"	"N6168P"	"F46-LNC-F46"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Breakfast flight to Lancaster"
"03/12/06"	"SA300"	"N30JG"	"F46-T48"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.6	"Acro practice.  Left at Phillips after alternator problem."
"03/13/06"	"SA300"	"N30JG"	"T48-F46"	0.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.3	"Return to Rockwall."
"03/21/06"	"PA24-250"	"N6168P"	"F46-GPM-F41-F46"	1.5	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0		"Rockwall to Grand Prarie to Ennis to Rockwall."
"03/24/06"	"PA24-250"	"N6168P"	"F46-GPM"	0.4	0	1	0.0	0.0	0	0.0	0.4	0.0	0.0	0.4	0.0	0.0	0.0		"Evening flight to Grand Prarie for supper."
"03/25/06"	"PA24-250"	"N6168P"	"GPM-F46"	0.4	0	1	0.0	0.0	0	0.0	0.4	0.0	0.0	0.4	0.0	0.0	0.0		"Night return from Grand Prarie"
"03/26/06"	"PA24-250"	"N6168P"	"F46-LNC-F46"	0.9	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0		"Breakfast at Lancaster"
"03/31/06"	"PA24-250"	"N6168P"	"F46-T67-RPH-F46"	2.1	2	1	0.0	0.0	0	0.0	0.3	2.1	0.0	2.1	0.0	0.0	0.0		"Took Gary L. to Graham to pick up his airplane."
"04/01/06"	"PA24-250"	"N6168P"	"F46-F46"	1.0	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		"Local flight for visitors."
"04/02/06"	"PA24-250"	"N6168P"	"F46-LNC-F46"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Breakfast at Lancaster"
"04/03/06"	"PA24-250"	"N6168P"	"F46-PAH"	3.0	0	1	0.0	0.0	0	0.0	1.6	3.0	3.0	3.0	0.0	0.0	0.0		"Rockwall to Paducah, KY - night arrival."
"04/04/06"	"PA24-250"	"N6168P"	"PAH-PBX"	2.0	1	0	0.0	0.0	0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0		"Paducah, KY to Pikeville, KY"
"04/06/06"	"PA24-250"	"N6168P"	"PBX-AMG-LAL"	4.0	2	0	0.0	0.0	0	0.0	0.0	4.0	4.0	4.0	0.0	0.0	0.0		"Pikeville, KY to Alma, GA (Fuel) to Lakeland, FL for Sun-n-Fun."
"04/09/06"	"PA24-250"	"N6168P"	"LAL-OR1-HBG-F46"	6.0	3	0	0.0	0.0	0	0.0	0.0	6.0	0.0	6.0	0.0	0.0	0.0		"Return home from Lakeland.  Fuel in Hattiesburg, MS."
"04/09/06"	"PA24-250"	"N6168P"	"F46-OSA"	0.7	0	1	0.0	0.0	0	0.0	0.3	0.7	0.7	0.7	0.0	0.0	0.0		"Evening flight to Mt. Pleasant (Shelby County install)"
"04/10/06"	"PA24-250"	"N6168P"	"OSA-F17"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.8	0.8	0.8	0.0	0.0	0.0		"Mt. Pleasant to Center, TX (Shelby County install)"
"04/10/06"	"PA24-250"	"N6168P"	"F17-F46"	1.1	1	0	0.0	0.0	0	0.0	0.0	1.1	0.0	1.1	0.0	0.0	0.0		"Return flight to Rockwall."
"04/13/06"	"PA24-250"	"N6168P"	"F46-OSA"	0.7	1	0	0.0	0.0	0	0.0	0.0	0.7	0.0	0.7	0.0	0.0	0.0		"Evening flight to Mt. Pleasant, TX"
"04/14/06"	"PA24-250"	"N6168P"	"OSA-F17"	0.7	1	0	0.0	0.0	0	0.0	0.0	0.7	0.7	0.7	0.0	0.0	0.0		"Mt. Pleasant to Center, TX (Shelby County install)"
"04/14/06"	"PA24-250"	"N6168P"	"F17-F46"	1.0	1	0	0.0	0.0	0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		"Return flight from Center, TX to Rockwall"
"04/14/06"	"PA24-250"	"N6168P"	"F46-F41-F46"	0.8	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0		"Rockwall to Ennis, TX and back."
"04/15/06"	"PA24-250"	"N6168P"	"F46-IWS-F46"	3.0	0	2	0.0	0.0	0	0.0	2.5	3.0	3.0	3.0	0.0	0.0	0.0		"Rockwall to West Houston and back - night return."
"04/17/06"	"PA24-250"	"N6168P"	"F46-ETN"	1.0	1	0	0.0	0.0	0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		"Rockwall to Eastland, TX"
"04/18/06"	"PA24-250"	"N6168P"	"ETN-F46"	1.0	1	0	0.0	0.0	0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		"Return flight from Eastland, TX"
"04/19/06"	"PA24-250"	"N6168P"	"F46-27R-T27-PRC"	6.7	3	0	0.0	0.0	0	0.0	0.0	6.7	0.0	6.7	0.0	0.0	0.0		"Rockwall to El Dorado, TX to Horizon, TX to Prescott, AZ"
"04/21/06"	"PA24-250"	"N6168P"	"PRC-SEZ-0E0-F46"	5.8	3	0	0.0	0.0	0	0.0	0.0	5.8	0.0	5.8	0.0	0.0	0.0		"Prescott to Sedona, AZ to Moriarty, NM to Rockwall."
"04/22/06"	"SA300"	"N30JG"	"F46-25F-F46"	1.5	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	1.5	"Local aerobatic flight and joyride.  Stop n go in Commerce, TX"
"04/22/06"	"PA24-250"	"N6168P"	"F46-CXO-F46-CXO-F46"	5.0	1	3	0.0	0.0	0	0.0	4.0	5.0	3.0	5.0	0.0	0.0	0.0		"Two trips to Conroe, TX (date)."
"04/24/06"	"SA300"	"N30JG"	"F46-F46"	0.6	4	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0	0.6	"Local acro practice."
"04/30/06"	"SA300"	"N30JG"	"F46-OSA-F46"	2.6	3	0	0.0	0.0	0	0.0	0.0	2.6	0.0	2.6	0.0	0.0	0.0	2.6	"Rockwall to Mt. Pleasant (joyride) and return."
"05/03/06"	"PA24-250"	"N6168P"	"F46-M07-PBX"	5.2	2	0	0.0	0.0	0	0.0	0.0	5.2	5.2	5.2	0.0	0.0	0.0		"Rockwall to Dickson, TN and on to Pikeville, KY (Pike County)"
"05/04/06"	"PA24-250"	"N6168P"	"PBX-K22-PBX"	0.9	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0		"Local flight.  TnG in Big Sandy, KY"
"05/04/06"	"PA24-250"	"N6168P"	"PBX-K20-PBX"	1.2	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0		"Afternoon joyride to Hazard, KY and return."
"05/06/06"	"PA24-250"	"N6168P"	"PBX-SRC-F46"	5.5	2	0	0.0	0.0	0	0.0	0.0	5.5	5.5	5.5	0.0	0.0	0.0		"Return from Pikeville.  Searcy, AR for fuel."
"05/07/06"	"SA300"	"N30JG"	"F46-F46"	0.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.2	"Quick check flight to check voltage regulator setting."
"05/07/06"	"PA24-250"	"N6168P"	"F46-DUA-F46"	1.0	1	1	0.0	0.0	0	0.0	0.5	1.0	0.0	1.0	0.0	0.0	0.0		"Gambling run to Durant, OK.  Night return."
"05/08/06"	"SA300"	"N30JG"	"F46-7F3-F46"	0.6	5	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0	0.6	"Local evening flight.  Landings in Caddo Mills, TX"
"05/10/06"	"SA300"	"N30JG"	"F46-F46"	1.0	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	"Aerobatic flight with Mark Clanton"
"05/12/06"	"PA24-250"	"N6168P"	"F46-F44-F46"	1.2	1	1	0.0	0.0	0	0.0	0.8	1.2	0.0	1.2	0.0	0.0	0.0		"Flight to Athens, TX for Sheena's graduation"
"05/13/06"	"PA24-250"	"N6168P"	"F46-3T0-F46"	1.2	2	0	0.0	0.0	0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0		"Breakfast at Cedar Mills and back."
"05/14/06"	"SA300"	"N30JG"	"F46-4F2-IER-4F2-F46"	4.1	4	0	0.0	0.0	0	0.0	0.0	4.1	4.1	4.1	0.0	0.0	0.0	4.1	"Flight to Natchitoches & back.  Stops in Carthage, TX for fuel"
"05/19/06"	"PA24-250"	"N6168P"	"F46-F46"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		"Local joyride"
"05/20/06"	"PA24-250"	"N6168P"	"F46-CXO-F46"	2.5	1	1	0.0	0.0	0	0.0	1.2	2.5	2.5	2.5	0.0	0.0	0.0		"Evening flight to LoneStar in Houston - Carmen Nostas"
"05/23/06"	"PA24-250"	"N6168P"	"F46-CDS-SAF"	4.3	1	1	0.0	0.0	0	0.0	0.5	4.3	0.0	4.3	0.0	0.0	0.0		"Rockwall to Childress, TX to Santa Fe, NM (Santa Fe County demo)"
"05/23/06"	"PA24-250"	"N6168P"	"F46-SWI-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		"Quick trip to Sherman for fuel"
"05/24/06"	"PA24-250"	"N6168P"	"SAF-F46"	3.8	1	0	0.0	0.0	0	0.0	0.0	3.8	0.0	3.8	0.0	0.0	0.0		"Return from Santa Fe, NM"
"05/26/06"	"PA24-250"	"N6168P"	"F46-AMA-ABQ"	4.5	0	2	0.0	0.0	0	0.0	4.5	4.5	0.0	4.5	0.0	0.0	0.0		"Rocwall to Amarillo to Albequerque, NM.  Class C operations."
"05/27/06"	"PA24-250"	"N6168P"	"ABQ-GNT-INW-GCN-SEZ-FLG"	4.0	5	0	0.0	0.0	0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0		"Albequerque/Grants, NM/Winslow, AZ/Grand Canyon/Sedona, AZ/Flagstaff, AZ"
"05/28/06"	"PA24-250"	"N6168P"	"FLG-GUP-PNV-F46"	6.8	3	0	0.0	0.0	0	0.0	0.0	6.8	0.0	6.8	0.0	0.0	0.0		"Morning flight over Grand Canyon, Gallup, NM/Plainview, TX/Rockwall"
"06/04/06"	"PA24-250"	"N6168P"	"F46-OSA-F46"	1.3	2	0	0.0	0.0	0	0.0	0.0	1.3	0.0	1.3	0.0	0.0	0.0		"Rockwall to Mt. Pleasant, TX and back."
"06/05/06"	"SA300"	"N30JG"	"F46-F46"	0.7	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.7	"Local aero flight with Raedene."
"06/06/06"	"SA300"	"N30JG"	"F46-F46"	0.5	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	"Quick flight to entertain grandchild."
"06/09/06"	"PA24-250"	"N6168P"	"F46-OSA-HZR-THA-HTS"	7.5	4	0	0.0	0.0	0	0.0	0.0	7.5	0.0	7.5	0.0	0.0	0.0		"Rockwall/Mt. Pleasant/False River/Tullahoma, TN/Huntington, WV - Super Dave's"
"06/11/06"	"PA24-250"	"N6168P"	"HTS-THA-HZR-OSA-F46"	7.2	4	0	0.0	0.0	0	0.0	0.0	7.2	0.0	7.2	0.0	0.0	0.0		"Huntington/Tullahoma/False River/Mt. Pleasant/Rockwall"
"06/12/06"	"PA24-250"	"N6168P"	"F46-F46"	0.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0		"Local flight with Kendall"
"06/14/06"	"SA300"	"N30JG"	"F46-F46"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	"Local acro flight with Mark"
"06/16/06"	"PA24-250"	"N6168P"	"F46-PSN-F46"	2.4	3	0	0.0	0.0	0	0.0	0.0	2.4	0.0	2.4	0.0	0.0	0.0		"Morning flight to Palestine, TX - Joyride to Lisa M."
"06/25/06"	"PA24-250"	"N6168P"	"F46-TXK-F46"	2.0	2	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0		"Flight to Texarkana and back for Mona's grandson's christening."
"06/28/06"	"SA300"	"N30JG"	"F46-T48-F46"	0.9	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.9	"Local flight.  Stopover at Phillip's Flying Ranch"
"07/01/06"	"SA300"	"N30JG"	"F46-SLR-F46"	1.1	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	1.1	"Breakfast flight to Sulphur Springs."
"07/01/06"	"SA300"	"N30JG"	"F46-F46"	2.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	"Afternoon flight over Lake Texoma"
"07/02/06"	"SA300"	"N30JG"	"F46-F46"	0.7	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.7	"Starduster rides for Wayne Spring and Craig Gaspard."
"07/04/06"	"PA24-250"	"N6168P"	"F46-TKI-F46"	1.0	1	1	0.0	0.0	0	0.0	0.7	0.0	0.0	1.0	0.0	0.0	0.0		"Flight over to Mckinney and night return.  Fireworks flight."
"07/07/06"	"SA300"	"N30JG"	"F46-F46"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	"Aborted flight to Marksville in Starduster (too much headwind)"
"07/07/06"	"PA24-250"	"N6168P"	"F46-CXO"	1.4	1	0	0.0	0.0	0	0.0	0.0	1.4	1.4	1.4	0.0	0.0	0.0		"Afternoon flight to Lonestar Regional/Conroe, TX"
"07/08/06"	"PA24-250"	"N6168P"	"CXO-MKV"	1.3	1	0	0.0	0.0	0	0.0	0.0	1.3	1.3	1.3	0.0	0.0	0.0		"Morning flight from Lonestar to Marksville, LA for PPC flyin"
"07/08/06"	"PA24-250"	"N6168P"	"MKV-MKV"	0.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.0		"Afternoon low pass flight at flyin."
"07/09/06"	"PA24-250"	"N6168P"	"MKV-IER-F46"	2.2	2	0	0.0	0.0	0	0.0	0.0	2.2	2.2	2.2	0.0	0.0	0.0		"Return from Marksville.  Stopover in Natchitoches, LA for fuel/lunch"
"07/18/06"	"PA24-250"	"N6168P"	"F46-BVX-PAH"	3.8	2	0	0.0	0.0	0	0.0	0.0	3.8	3.8	3.8	0.0	0.0	0.0		"Rockwall to Bartlesville, AR (fuel) to Paducah, KY (McCracken Jail)"
"07/19/06"	"PA24-250"	"N6168P"	"PAH-PBX"	2.2	1	0	0.0	0.0	0	0.0	0.0	2.2	2.2	2.2	0.0	0.0	0.0		"Paducah, KY to Pikeville, KY"
"07/20/06"	"PA24-250"	"N6168P"	"PBX-PAH"	2.1	1	0	0.0	0.0	0	0.0	0.0	2.1	2.1	2.1	0.0	0.0	0.0		"Pikeville, KY to Paducah, KY"
"07/21/06"	"PA24-250"	"N6168P"	"PAH-M70-F46"	3.6	1	1	0.0	0.0	0	0.0	2.1	0.0	3.6	3.6	0.0	0.0	0.0		"Paducah to Pocahantas, AR (fuel) to Rockwall"
"07/23/06"	"PA24-250"	"N6168P"	"F46-3F4-M70"	3.0	1	1	0.0	0.0	0	0.0	1.3	3.0	0.0	3.0	0.0	0.0	0.0		"Rockwall to Vivian, LA to Pocahantas, AR (Picked up Greg Salard on way to Oshkosh)"
"07/24/06"	"PA24-250"	"N6168P"	"M70-PPQ-OSH"	3.7	2	0	0.0	0.0	0	0.0	0.0	3.7	0.0	3.7	0.0	0.0	0.0		"Pocahantas, AR to Pittsfield, IL (fuel) to Oshkosh, WI for Airventure 2006"
"07/27/06"	"PA24-250"	"N6168P"	"OSH-AIZ-F46"	5.9	0	2	0.0	0.0	0	0.0	4.1	5.9	0.0	5.9	0.0	0.0	0.0		"Oshkosh to Fine Regional, AR to Rockwall"
"07/28/06"	"PA24-250"	"N6168P"	"F46-3F4-F46"	2.2	2	0	0.0	0.0	0	0.0	0.0	2.2	1.1	2.2	0.0	0.0	0.0		"Flight to Vivian, LA to drop off Greg and kids and return home."
"07/29/06"	"PA24-250"	"N6168P"	"F46-3F4"	1.0	1	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		"Rockwall to Vivian, LA for Greg's going away party."
"07/29/06"	"PA24-250"	"N6168P"	"3F4-DTN-F46"	1.2	0	2	0.0	0.0	0	0.0	1.2	1.2	0.0	1.2	0.0	0.0	0.0		"Vivian, LA to Shreveport Downtown (supper) and back to Rockwall."
"07/30/06"	"SA300"	"N30JG"	"F46-SLR-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	"Breakfast run to Sulphur Springs"
"07/30/06"	"SA300"	"N30JG"	"F46-F46"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	"Local flight with Jeff - Rusty M's friend"
"08/01/06"	"PA24-250"	"N6168P"	"F46-OSA-F46"	1.8	2	0	0.0	0.0	0	0.0	0.0	1.8	1.8	1.8	0.0	0.0	0.0		"Rockwall to Mt. Pleasant for lunch and back."
"08/02/06"	"PA24-250"	"N6168P"	"F46-DUA-F46"	1.1	1	1	0.0	0.0	0	0.0	0.6	1.1	0.0	1.1	0.0	0.0	0.0		"Rockwall to durant, OK and back (night return)"
